1,0.985328,37367917693,1.00000000000000000000
2,0.977275,29913155418,1.24921350391922066935
3,0.981672,27267075532,1.37044097923687814134
4,0.983253,31921735415,1.17061046986314042788
5,0.986612,16416966610,2.27617674937818491427
6,0.983845,23593382640,1.58383044361120063621
7,0.9793,24707343500,1.51242150711184308422
8,0.98513,26313065088,1.42012789342589870767
9,0.984241,21362066338,1.74926512734060399208
10,0.986563,21490580384,1.73880449133057717981
11,0.984389,17965847545,2.07994182291721100096
12,0.987254,9047491608,4.13019644693103980605
13,0.984932,8910043056,4.19390989001299389456
14,0.971742,8269838855,4.51857869883487590641
15,0.984389,7905084952,4.72707351279581795947
16,0.986365,7615542362,4.90679664254226624969
17,0.961516,7376265770,5.06596682632816794506
18,0.97273,7077615885,5.27973237035877936741
19,0.984883,6866148013,5.44234083247980806381
20,0.987353,6689454067,5.58609377069215475039
21,0.974805,6483730045,5.76333644887277227779
22,0.967938,6298327085,5.93299096548905255846
23,0.981474,6159513623,6.06669941494502316810
24,0.979004,5972389517,6.25677839441563000787
25,0.978806,5856703119,6.38036740700975934170
26,0.981771,5733907807,6.51700706582358204979
27,0.973619,5635209753,6.63114938589580482648
28,0.984735,5524982386,6.76344557906433115640
29,0.977917,5418803789,6.89597172144444294807
30,0.98844,5310161515,7.03705858803807025067
31,0.9835,5225767609,7.15070406664155202773
32,0.957465,5144295739,7.26395207213805170387
